user_id,interest_code
480,COOKING
480,TRAVEL
481,FITNESS
481,YOGA
481,MUSIC
482,TRAVEL
482,PHOTOGRAPHY
482,MUSIC
482,FITNESS
483,DANCING
483,FASHION
483,HIKING
483,VOLUNTEERING
483,GARDENING
484,SPORTS
484,COOKING
484,VOLUNTEERING
485,PHOTOGRAPHY
485,MUSIC
485,TRAVEL
485,BOARD_GAMES
485,SPORTS
485,COOKING
486,SPORTS
486,MOVIES
487,READING
487,GAMING
488,MUSIC
488,SPORTS
488,YOGA
489,FITNESS
489,READING
489,DANCING
490,WRITING
490,SPORTS
490,ANIMALS
491,FASHION
491,READING
491,GAMING
491,MOVIES
491,TRAVEL
492,TECHNOLOGY
492,WRITING
492,HIKING
492,DANCING
493,YOGA
493,WRITING
494,ANIMALS
494,GARDENING
494,YOGA
494,FITNESS
495,VOLUNTEERING
495,WRITING
495,PHOTOGRAPHY
495,HIKING
495,MUSIC
496,YOGA
496,COOKING
496,GARDENING
496,ANIMALS
497,GAMING
497,HIKING
497,ART
497,PHOTOGRAPHY
498,DANCING
498,MOVIES
498,VOLUNTEERING
498,PHOTOGRAPHY
498,GARDENING
499,FITNESS
499,SPORTS
499,DANCING
499,VOLUNTEERING
499,ANIMALS
500,READING
500,MOVIES
500,PHOTOGRAPHY
500,YOGA
500,SPORTS
500,MUSIC
